OBJECTID,FIRST_DIST,FIRST_Z
576,10.99152088,3.4486
577,11.99075005,3.4566
578,12.98997922,3.4579
579,13.98920839,3.4471
580,14.98843756,3.4385
581,15.98766674,3.4421
582,16.9868959,3.4464
583,17.98612508,3.4496
584,18.98535425,3.4993
585,19.98458342,3.6974
586,20.98381259,4.0394
587,21.98304176,4.1413
588,22.98227093,4.1385
589,23.9815001,4.1686
590,24.98072927,4.5493
591,25.97995844,5.0265
592,26.97918762,5.2912
593,27.97841679,5.3641
594,28.97764596,5.47
595,29.97687513,5.6629
596,30.9761043,5.7027
597,31.97533347,5.7298
598,32.97456264,5.7315
599,33.97379181,5.6994
600,34.97302098,5.5983
601,35.97225015,5.4004
602,36.97147932,5.1281
603,37.97070849,4.8843
604,38.96993767,4.6978
605,39.96916684,4.5893
606,40.96839601,4.5187
607,41.96762518,4.4759
608,42.96685435,4.4389
609,43.96608352,4.4006
610,44.96531269,4.3577
611,45.96454186,4.3178
612,46.96377103,4.2792
613,47.9630002,4.2469
614,48.96222937,4.228
615,49.96145855,4.2067
616,50.96068771,4.1986
617,51.95991689,4.1959
618,52.95914606,4.1953
619,53.95837523,4.2016
620,54.9576044,4.1889
621,55.95683357,4.186
622,56.95606274,4.1902
623,57.95529191,4.2014
624,58.95452108,4.1924
625,59.95375025,4.1714
626,60.95297943,4.1814
627,61.9522086,4.1767
628,62.95143777,4.1811
629,63.95066694,4.1926
630,64.94989611,4.1964
631,65.94912528,4.2218
632,66.94835445,4.2405
633,67.94758362,4.2505
634,68.94681279,4.2665
635,69.94604196,4.2915
636,70.94527114,4.2967
637,71.94450031,4.3023
638,72.94372948,4.3164
639,73.94295865,4.3335
640,74.94218782,4.3466
641,75.94141699,4.3579
642,76.94064616,4.3816
643,77.93987533,4.3917
644,78.9391045,4.3983
645,79.93833367,4.392
646,80.93756284,4.3712
647,81.93679202,4.36
648,82.93602119,4.3525
649,83.93525036,4.3394
650,84.93447953,4.2676
651,85.9337087,4.0292
652,86.93293787,3.4574
653,87.93216704,3.0822
654,88.93139621,2.942
655,89.93062538,2.8709
656,90.92985455,2.7406
657,91.92908372,2.5948
658,92.9283129,2.4479
659,93.92754207,2.2999
660,94.92677124,2.165
661,95.92600041,2.0392
662,96.92522958,1.9369
663,97.92445875,1.8485
664,98.92368792,1.7415
665,99.92291709,1.6631
666,100.9221463,1.5866
667,101.9213754,1.4967
668,102.9206046,1.4024
669,103.9198338,1.3241
670,104.9190629,1.2668
671,105.9182921,1.1578
672,106.9175213,0.9944
673,107.9167505,0.8387
674,108.9159796,0.6891
675,109.9152088,0.5432
676,110.914438,0.4536
677,111.9136671,0.423
678,112.9128963,0.4239
679,113.9121255,0.4615
680,114.9113547,0.458
681,115.9105838,0.441
682,116.909813,0.4126
683,117.9090422,0.3728
684,118.9082713,0.3243
685,119.9075005,0.2619
686,120.9067297,0.1543
687,121.9059589,-0.0573
688,122.905188,-0.1344
689,123.9044172,-0.1125
690,124.9036464,-0.07
691,125.9028755,-0.0259
692,126.9021047,-0.0402
693,127.9013339,-0.0684
694,128.900563,-0.1023
695,129.8997922,-0.164
696,130.8990214,-0.218
697,131.8982506,-0.2467
698,132.8974797,-0.2506
699,133.8967089,-0.2462
700,134.8959381,-0.2563
701,135.8951672,-0.2785
702,136.8943964,-0.3062
