0.090621,0.076863,0.073791,0.081051,0.094289,0.10171,0.10055,0.098371,0.088873,0.10631,0.12157,0.1132,0.081994,0.11581,0.090618,0.13039,0.14401,0.12123,0.10147,0.098534,0.093193,0.093563,0.12299,0.10127,0.095399
0.10753,0.079076,0.094968,0.071897,0.072547,0.087484,0.10664,0.097087,0.095707,0.083534,0.077681,0.084869,0.075137,0.06851,0.089188,0.093151,0.090083,0.099257,0.10827,0.10073,0.098092,0.081843,0.058147,0.065054,0.054983
0.060709,0.089534,0.1134,0.11725,0.11997,0.10133,0.088205,0.15545,0.13562,0.16731,0.14781,0.11006,0.084795,0.057732,0.053915,0.069232,0.079016,0.10045,0.095363,0.090625,0.11142,0.069292,0.060305,0.048922,0.058055
0.10618,0.1161,0.090951,0.15089,0.11706,0.13803,0.084762,0.096987,0.091286,0.094325,0.074741,0.090223,0.092523,0.067209,0.071743,0.070291,0.065916,0.067129,0.074218,0.081807,0.095292,0.10557,0.09568,0.081457,0.056921
0.10558,0.101,0.11901,0.13147,0.12913,0.11617,0.15339,0.14717,0.1517,0.14473,0.12409,0.088541,0.066417,0.048428,0.055635,0.058134,0.077811,0.082528,0.10334,0.097877,0.096304,0.067568,0.052865,0.045275,0.045083
0.10986,0.15559,0.13276,0.12018,0.13137,0.1089,0.11178,0.11203,0.13629,0.10542,0.12901,0.11785,0.10997,0.14826,0.13323,0.12588,0.12563,0.096281,0.085345,0.10374,0.10327,0.095581,0.10128,0.073195,0.043415
0.087192,0.084542,0.14264,0.096155,0.11632,0.1262,0.15942,0.14557,0.14452,0.15947,0.15668,0.11326,0.078243,0.062126,0.060735,0.070659,0.07294,0.080088,0.10172,0.13226,0.085779,0.06477,0.067449,0.058526,0.050633
0.11549,0.095622,0.12074,0.10846,0.1157,0.12858,0.10717,0.12146,0.13464,0.16096,0.14034,0.1081,0.10853,0.094394,0.08615,0.13396,0.084057,0.087492,0.091676,0.087622,0.091414,0.096552,0.12986,0.10326,0.0991
0.14419,0.14311,0.14709,0.14564,0.14824,0.1445,0.1506,0.14868,0.15146,0.14399,0.13217,0.12209,0.099237,0.09113,0.077836,0.070655,0.10806,0.14109,0.1431,0.12153,0.14621,0.07658,0.067285,0.070989,0.070454
0.11409,0.1097,0.13958,0.1232,0.13482,0.13354,0.14571,0.10973,0.12421,0.10196,0.11174,0.11299,0.11364,0.12751,0.11131,0.12826,0.13288,0.10869,0.11028,0.11388,0.10292,0.10146,0.10314,0.0994,0.078264
0.064791,0.056453,0.079516,0.095159,0.10811,0.10599,0.13777,0.15132,0.16096,0.13993,0.14007,0.11432,0.075757,0.074786,0.064551,0.081847,0.086776,0.095401,0.14115,0.13119,0.11748,0.070943,0.056623,0.047528,0.077221
0.13922,0.12858,0.14068,0.15087,0.15769,0.12244,0.099853,0.092895,0.077074,0.070745,0.072812,0.12509,0.13778,0.12958,0.11334,0.14945,0.13884,0.12909,0.12368,0.11099,0.1224,0.094294,0.12091,0.10468,0.11996
0.018169,0.071394,0.048759,0.10862,0.11582,0.13495,0.15381,0.16337,0.15149,0.13217,0.12851,0.13603,0.14138,0.11224,0.096,0.11385,0.15601,0.16391,0.13149,0.14232,0.12579,0.10703,0.088754,0.095112,0.097163
0.11263,0.14891,0.12581,0.082827,0.11557,0.2184,0.1925,0.17766,0.17571,0.18545,0.17759,0.15765,0.11374,0.14186,0.10659,0.087239,0.22007,0.1162,0.20712,0.13377,0.10994,0.088945,0.11562,0.11723,0.056473
0.15219,0.16492,0.165,0.12667,0.18197,0.13134,0.11147,0.096106,0.082628,0.1059,0.12432,0.10935,0.14269,0.15188,0.13985,0.13121,0.10498,0.10566,0.10523,0.078662,0.066503,0.087219,0.07705,0.085626,0.088964
0.16223,0.17916,0.16507,0.12093,0.12727,0.12562,0.11422,0.11417,0.11059,0.13631,0.13643,0.12277,0.157,0.16749,0.14187,0.13534,0.11246,0.11347,0.11297,0.096482,0.10163,0.11835,0.092347,0.083903,0.093296
0.087817,0.10265,0.097883,0.11644,0.15922,0.1364,0.13038,0.16826,0.16005,0.15128,0.16155,0.1207,0.13486,0.12749,0.11078,0.10565,0.10949,0.15035,0.17432,0.13602,0.15903,0.13632,0.082393,0.07099,0.06575
